id,subject_id,subject
216,54,Lain-lain
217,54,Lain-lain
218,54,Lain-lain
219,54,Lain-lain
220,54,Lain-lain
221,54,Lain-lain
222,54,Lain-lain
223,54,Lain-lain
224,54,Lain-lain
225,54,Lain-lain
226,54,Lain-lain
227,54,Lain-lain
228,54,Lain-lain
229,54,Lain-lain
230,54,Lain-lain
231,54,Lain-lain
232,54,Lain-lain
233,54,Lain-lain
234,54,Lain-lain
235,54,Lain-lain
236,54,Lain-lain
237,54,Lain-lain
238,54,Lain-lain
239,54,Lain-lain
240,54,Lain-lain
241,54,Lain-lain
242,54,Lain-lain
243,54,Lain-lain
244,54,Lain-lain
245,54,Lain-lain
246,54,Lain-lain
247,54,Lain-lain
248,54,Lain-lain
249,54,Lain-lain
250,54,Lain-lain
251,19,Pegawai Negeri Sipil
252,54,Lain-lain
253,54,Lain-lain
254,54,Lain-lain
255,54,Lain-lain
256,54,Lain-lain
257,54,Lain-lain
258,54,Lain-lain
259,54,Lain-lain
260,54,Lain-lain
261,54,Lain-lain
262,54,Lain-lain
263,54,Lain-lain
264,54,Lain-lain
265,54,Lain-lain
266,54,Lain-lain
267,54,Lain-lain
268,54,Lain-lain
269,54,Lain-lain
270,54,Lain-lain
271,54,Lain-lain
272,54,Lain-lain
273,54,Lain-lain
274,54,Lain-lain
275,54,Lain-lain
276,54,Lain-lain
277,54,Lain-lain
278,54,Lain-lain
279,54,Lain-lain
280,54,Lain-lain
281,54,Lain-lain
282,54,Lain-lain
283,54,Lain-lain
284,54,Lain-lain
285,54,Lain-lain
286,54,Lain-lain
287,54,Lain-lain
288,54,Lain-lain
289,54,Lain-lain
290,54,Lain-lain
291,54,Lain-lain
292,54,Lain-lain
293,54,Lain-lain
294,54,Lain-lain
295,54,Lain-lain
296,54,Lain-lain
297,54,Lain-lain
298,54,Lain-lain
299,54,Lain-lain
300,54,Lain-lain
301,54,Lain-lain
302,54,Lain-lain
303,54,Lain-lain
304,54,Lain-lain
305,54,Lain-lain
306,54,Lain-lain
307,54,Lain-lain
308,54,Lain-lain
309,17,Jabatan Fungsional
310,54,Lain-lain
311,54,Lain-lain
312,54,Lain-lain
313,54,Lain-lain
314,17,Jabatan Fungsional
315,54,Lain-lain
316,54,Lain-lain
317,54,Lain-lain
318,54,Lain-lain
319,54,Lain-lain
320,54,Lain-lain
321,54,Lain-lain
322,54,Lain-lain
323,17,Jabatan Fungsional
324,54,Lain-lain
325,54,Lain-lain
326,54,Lain-lain
327,54,Lain-lain
328,54,Lain-lain
329,54,Lain-lain
330,54,Lain-lain
331,54,Lain-lain
332,54,Lain-lain
333,54,Lain-lain
334,54,Lain-lain
335,54,Lain-lain
336,54,Lain-lain
337,54,Lain-lain
338,54,Lain-lain
339,54,Lain-lain
340,54,Lain-lain
341,54,Lain-lain
342,54,Lain-lain
343,54,Lain-lain
344,37,Bea Masuk Ditanggung Pemerintah
345,54,Lain-lain
346,54,Lain-lain
347,54,Lain-lain
348,49,Departemen Keuangan
349,54,Lain-lain
350,54,Lain-lain
351,54,Lain-lain
352,54,Lain-lain
353,54,Lain-lain
354,54,Lain-lain
355,54,Lain-lain
356,54,Lain-lain
357,54,Lain-lain
358,54,Lain-lain
359,17,Jabatan Fungsional
360,54,Lain-lain
361,54,Lain-lain
362,54,Lain-lain
363,54,Lain-lain
364,54,Lain-lain
365,2,Penerimaan Negara Bukan Pajak
366,54,Lain-lain
367,54,Lain-lain
368,54,Lain-lain
369,54,Lain-lain
370,54,Lain-lain
371,54,Lain-lain
372,54,Lain-lain
373,54,Lain-lain
374,54,Lain-lain
375,54,Lain-lain
376,54,Lain-lain
377,17,Jabatan Fungsional
378,37,Bea Masuk Ditanggung Pemerintah
379,54,Lain-lain
380,54,Lain-lain
381,54,Lain-lain
382,54,Lain-lain
383,54,Lain-lain
384,17,Jabatan Fungsional
385,54,Lain-lain
386,54,Lain-lain
387,54,Lain-lain
388,54,Lain-lain
389,54,Lain-lain
390,54,Lain-lain
391,54,Lain-lain
392,54,Lain-lain
393,54,Lain-lain
394,54,Lain-lain
395,54,Lain-lain
396,54,Lain-lain
397,54,Lain-lain
398,54,Lain-lain
399,54,Lain-lain
400,54,Lain-lain
401,54,Lain-lain
402,54,Lain-lain
403,54,Lain-lain
404,54,Lain-lain
405,54,Lain-lain
406,4,Kementerian Keuangan
407,54,Lain-lain
408,54,Lain-lain
409,54,Lain-lain
410,54,Lain-lain
411,54,Lain-lain
412,54,Lain-lain
413,54,Lain-lain
414,54,Lain-lain
415,54,Lain-lain
416,54,Lain-lain
417,54,Lain-lain
418,54,Lain-lain
419,54,Lain-lain
420,54,Lain-lain
421,54,Lain-lain
422,54,Lain-lain
423,9,Tarif Layanan Blu
424,54,Lain-lain
425,54,Lain-lain
426,54,Lain-lain
427,54,Lain-lain
428,54,Lain-lain
429,54,Lain-lain
430,54,Lain-lain
431,54,Lain-lain
432,54,Lain-lain
433,54,Lain-lain
434,54,Lain-lain
435,54,Lain-lain
436,54,Lain-lain
437,54,Lain-lain
438,41,Pembebasan Bea Masuk
439,54,Lain-lain
440,54,Lain-lain
441,3,Pajak Bumi Dan Bangunan
442,54,Lain-lain
443,54,Lain-lain
444,54,Lain-lain
445,54,Lain-lain
446,54,Lain-lain
447,29,Barang Milik Negara
448,54,Lain-lain
449,54,Lain-lain
450,54,Lain-lain
451,54,Lain-lain
452,54,Lain-lain
453,54,Lain-lain
454,54,Lain-lain
455,54,Lain-lain
456,54,Lain-lain
457,17,Jabatan Fungsional
458,54,Lain-lain
459,54,Lain-lain
460,54,Lain-lain
461,54,Lain-lain
462,17,Jabatan Fungsional
463,54,Lain-lain
464,54,Lain-lain
465,54,Lain-lain
466,54,Lain-lain
467,54,Lain-lain
468,54,Lain-lain
469,54,Lain-lain
470,54,Lain-lain
471,54,Lain-lain
472,54,Lain-lain
473,16,Pajak Penghasilan
474,54,Lain-lain
475,54,Lain-lain
476,54,Lain-lain
477,54,Lain-lain
478,54,Lain-lain
479,54,Lain-lain
480,54,Lain-lain
481,54,Lain-lain
482,54,Lain-lain
483,30,Tarif Bea Masuk
484,54,Lain-lain
485,54,Lain-lain
486,54,Lain-lain
487,17,Jabatan Fungsional
488,54,Lain-lain
489,54,Lain-lain
490,54,Lain-lain
491,54,Lain-lain
492,54,Lain-lain
493,54,Lain-lain
494,54,Lain-lain
495,54,Lain-lain
496,54,Lain-lain
497,54,Lain-lain
498,54,Lain-lain
499,54,Lain-lain
500,54,Lain-lain
501,54,Lain-lain
502,54,Lain-lain
503,54,Lain-lain
504,54,Lain-lain
505,54,Lain-lain
506,54,Lain-lain
507,54,Lain-lain
508,54,Lain-lain
509,54,Lain-lain
510,9,Tarif Layanan Blu
511,54,Lain-lain
512,54,Lain-lain
513,54,Lain-lain
514,17,Jabatan Fungsional
515,54,Lain-lain
516,54,Lain-lain
517,54,Lain-lain
518,54,Lain-lain
519,54,Lain-lain
520,54,Lain-lain
521,37,Bea Masuk Ditanggung Pemerintah
522,54,Lain-lain
523,54,Lain-lain
524,54,Lain-lain
525,54,Lain-lain
526,54,Lain-lain
527,54,Lain-lain
528,54,Lain-lain
529,54,Lain-lain
530,54,Lain-lain
531,54,Lain-lain
532,54,Lain-lain
533,54,Lain-lain
534,54,Lain-lain
535,54,Lain-lain
536,54,Lain-lain
537,54,Lain-lain
538,54,Lain-lain
539,54,Lain-lain
540,54,Lain-lain
541,54,Lain-lain
542,54,Lain-lain
543,54,Lain-lain
544,54,Lain-lain
545,54,Lain-lain
546,54,Lain-lain
547,54,Lain-lain
548,54,Lain-lain
549,54,Lain-lain
550,54,Lain-lain
551,54,Lain-lain
552,54,Lain-lain
553,54,Lain-lain
554,54,Lain-lain
555,17,Jabatan Fungsional
556,54,Lain-lain
557,54,Lain-lain
558,54,Lain-lain
559,54,Lain-lain
560,54,Lain-lain
561,54,Lain-lain
562,54,Lain-lain
563,54,Lain-lain
564,54,Lain-lain
565,54,Lain-lain
566,54,Lain-lain
567,54,Lain-lain
568,54,Lain-lain
569,54,Lain-lain
570,54,Lain-lain
571,54,Lain-lain
572,54,Lain-lain
573,54,Lain-lain
574,54,Lain-lain
575,54,Lain-lain
576,54,Lain-lain
577,54,Lain-lain
578,54,Lain-lain
579,54,Lain-lain
580,54,Lain-lain
581,54,Lain-lain
582,17,Jabatan Fungsional
583,54,Lain-lain
584,54,Lain-lain
585,54,Lain-lain
586,54,Lain-lain
587,54,Lain-lain
588,54,Lain-lain
589,54,Lain-lain
590,54,Lain-lain
591,54,Lain-lain
592,54,Lain-lain
593,54,Lain-lain
594,54,Lain-lain
595,54,Lain-lain
596,54,Lain-lain
597,54,Lain-lain
598,54,Lain-lain
599,54,Lain-lain
600,54,Lain-lain
601,7,Pajak Pertambahan Nilai
602,54,Lain-lain
603,54,Lain-lain
604,4,Kementerian Keuangan
605,54,Lain-lain
606,54,Lain-lain
607,54,Lain-lain
608,54,Lain-lain
609,54,Lain-lain
610,54,Lain-lain
611,54,Lain-lain
612,17,Jabatan Fungsional
613,54,Lain-lain
614,54,Lain-lain
615,54,Lain-lain
616,54,Lain-lain
617,54,Lain-lain
618,54,Lain-lain
619,54,Lain-lain
620,54,Lain-lain
621,54,Lain-lain
622,54,Lain-lain
623,54,Lain-lain
624,54,Lain-lain
625,54,Lain-lain
626,54,Lain-lain
627,54,Lain-lain
628,54,Lain-lain
629,54,Lain-lain
630,54,Lain-lain
631,54,Lain-lain
632,54,Lain-lain
633,54,Lain-lain
634,54,Lain-lain
635,54,Lain-lain
636,54,Lain-lain
637,54,Lain-lain
638,54,Lain-lain
639,54,Lain-lain
640,54,Lain-lain
641,54,Lain-lain
642,54,Lain-lain
643,54,Lain-lain
644,54,Lain-lain
645,54,Lain-lain
646,54,Lain-lain
647,54,Lain-lain
648,54,Lain-lain
649,54,Lain-lain
650,54,Lain-lain
651,54,Lain-lain
652,54,Lain-lain
653,54,Lain-lain
654,54,Lain-lain
655,54,Lain-lain
656,54,Lain-lain
657,54,Lain-lain
658,54,Lain-lain
659,54,Lain-lain
660,54,Lain-lain
661,54,Lain-lain
662,54,Lain-lain
663,54,Lain-lain
664,54,Lain-lain
665,54,Lain-lain
666,54,Lain-lain
667,54,Lain-lain
668,54,Lain-lain
669,54,Lain-lain
670,54,Lain-lain
671,17,Jabatan Fungsional
672,54,Lain-lain
673,3,Pajak Bumi Dan Bangunan
674,54,Lain-lain
675,54,Lain-lain
676,54,Lain-lain
677,54,Lain-lain
678,54,Lain-lain
679,54,Lain-lain
680,54,Lain-lain
681,54,Lain-lain
682,54,Lain-lain
683,54,Lain-lain
684,54,Lain-lain
685,54,Lain-lain
686,54,Lain-lain
687,54,Lain-lain
688,54,Lain-lain
689,54,Lain-lain
690,54,Lain-lain
691,54,Lain-lain
692,54,Lain-lain
693,54,Lain-lain
694,54,Lain-lain
695,54,Lain-lain
696,54,Lain-lain
697,54,Lain-lain
698,54,Lain-lain
699,37,Bea Masuk Ditanggung Pemerintah
700,54,Lain-lain
701,54,Lain-lain
702,54,Lain-lain
703,54,Lain-lain
704,54,Lain-lain
705,54,Lain-lain
706,54,Lain-lain
707,54,Lain-lain
708,54,Lain-lain
709,54,Lain-lain
710,54,Lain-lain
711,54,Lain-lain
712,54,Lain-lain
713,54,Lain-lain
714,54,Lain-lain
715,54,Lain-lain
716,54,Lain-lain
717,54,Lain-lain
718,54,Lain-lain
719,54,Lain-lain
720,54,Lain-lain
721,54,Lain-lain
722,54,Lain-lain
723,54,Lain-lain
724,54,Lain-lain
725,54,Lain-lain
726,54,Lain-lain
727,54,Lain-lain
728,54,Lain-lain
729,54,Lain-lain
730,54,Lain-lain
731,54,Lain-lain
732,54,Lain-lain
733,54,Lain-lain
734,54,Lain-lain
735,54,Lain-lain
736,54,Lain-lain
737,54,Lain-lain
738,17,Jabatan Fungsional
739,54,Lain-lain
740,24,Pertanggungjawaban
741,54,Lain-lain
742,54,Lain-lain
743,54,Lain-lain
744,54,Lain-lain
745,54,Lain-lain
746,54,Lain-lain
747,54,Lain-lain
748,54,Lain-lain
749,54,Lain-lain
750,54,Lain-lain
751,54,Lain-lain
752,54,Lain-lain
753,54,Lain-lain
754,54,Lain-lain
755,54,Lain-lain
756,54,Lain-lain
757,54,Lain-lain
758,54,Lain-lain
759,54,Lain-lain
760,8,Kendaraan Bermotor
761,54,Lain-lain
762,54,Lain-lain
763,54,Lain-lain
764,54,Lain-lain
765,54,Lain-lain
766,54,Lain-lain
767,54,Lain-lain
768,54,Lain-lain
769,54,Lain-lain
770,54,Lain-lain
771,54,Lain-lain
772,54,Lain-lain
773,54,Lain-lain
774,54,Lain-lain
775,54,Lain-lain
776,54,Lain-lain
777,54,Lain-lain
778,54,Lain-lain
779,54,Lain-lain
780,54,Lain-lain
781,9,Tarif Layanan Blu
782,54,Lain-lain
783,54,Lain-lain
784,54,Lain-lain
785,54,Lain-lain
786,54,Lain-lain
787,54,Lain-lain
788,54,Lain-lain
789,54,Lain-lain
790,54,Lain-lain
791,54,Lain-lain
792,37,Bea Masuk Ditanggung Pemerintah
793,54,Lain-lain
794,54,Lain-lain
795,54,Lain-lain
796,54,Lain-lain
797,19,Pegawai Negeri Sipil
798,54,Lain-lain
799,54,Lain-lain
800,54,Lain-lain
801,54,Lain-lain
802,54,Lain-lain
803,54,Lain-lain
804,54,Lain-lain
805,54,Lain-lain
806,54,Lain-lain
807,54,Lain-lain
808,54,Lain-lain
809,54,Lain-lain
810,4,Kementerian Keuangan
811,54,Lain-lain
812,54,Lain-lain
813,54,Lain-lain
814,54,Lain-lain
815,54,Lain-lain
816,54,Lain-lain
817,54,Lain-lain
818,54,Lain-lain
819,54,Lain-lain
820,54,Lain-lain
821,54,Lain-lain
822,54,Lain-lain
823,54,Lain-lain
824,54,Lain-lain
825,54,Lain-lain
826,4,Kementerian Keuangan
827,54,Lain-lain
828,54,Lain-lain
829,54,Lain-lain
830,54,Lain-lain
831,54,Lain-lain
832,54,Lain-lain
833,54,Lain-lain
834,54,Lain-lain
835,54,Lain-lain
836,54,Lain-lain
837,54,Lain-lain
838,54,Lain-lain
839,54,Lain-lain
840,54,Lain-lain
841,54,Lain-lain
842,54,Lain-lain
843,54,Lain-lain
844,54,Lain-lain
845,54,Lain-lain
846,54,Lain-lain
847,7,Pajak Pertambahan Nilai
848,54,Lain-lain
849,4,Kementerian Keuangan
850,54,Lain-lain
851,54,Lain-lain
852,54,Lain-lain
853,54,Lain-lain
854,54,Lain-lain
855,54,Lain-lain
856,54,Lain-lain
857,54,Lain-lain
858,54,Lain-lain
859,54,Lain-lain
860,54,Lain-lain
861,54,Lain-lain
862,54,Lain-lain
863,54,Lain-lain
864,54,Lain-lain
865,54,Lain-lain
866,17,Jabatan Fungsional
867,54,Lain-lain
868,54,Lain-lain
869,2,Penerimaan Negara Bukan Pajak
870,54,Lain-lain
871,54,Lain-lain
872,54,Lain-lain
873,54,Lain-lain
874,54,Lain-lain
875,54,Lain-lain
876,54,Lain-lain
877,54,Lain-lain
878,54,Lain-lain
879,54,Lain-lain
880,54,Lain-lain
881,19,Pegawai Negeri Sipil
882,54,Lain-lain
883,54,Lain-lain
884,54,Lain-lain
885,54,Lain-lain
886,54,Lain-lain
887,17,Jabatan Fungsional
888,54,Lain-lain
889,54,Lain-lain
890,54,Lain-lain
891,54,Lain-lain
892,54,Lain-lain
893,54,Lain-lain
894,54,Lain-lain
895,54,Lain-lain
896,54,Lain-lain
897,54,Lain-lain
898,54,Lain-lain
899,54,Lain-lain
900,54,Lain-lain
901,54,Lain-lain
902,54,Lain-lain
903,54,Lain-lain
904,54,Lain-lain
905,54,Lain-lain
906,54,Lain-lain
907,54,Lain-lain
908,54,Lain-lain
909,54,Lain-lain
910,54,Lain-lain
911,54,Lain-lain
912,54,Lain-lain
913,54,Lain-lain
914,54,Lain-lain
915,54,Lain-lain
916,54,Lain-lain
917,54,Lain-lain
918,54,Lain-lain
919,54,Lain-lain
920,54,Lain-lain
921,54,Lain-lain
922,54,Lain-lain
923,54,Lain-lain
924,54,Lain-lain
925,54,Lain-lain
926,37,Bea Masuk Ditanggung Pemerintah
927,54,Lain-lain
928,54,Lain-lain
929,54,Lain-lain
930,54,Lain-lain
931,54,Lain-lain
932,54,Lain-lain
933,54,Lain-lain
934,54,Lain-lain
935,54,Lain-lain
936,54,Lain-lain
937,54,Lain-lain
938,54,Lain-lain
939,54,Lain-lain
940,54,Lain-lain
941,54,Lain-lain
942,54,Lain-lain
943,54,Lain-lain
944,54,Lain-lain
945,54,Lain-lain
946,54,Lain-lain
947,54,Lain-lain
948,54,Lain-lain
949,54,Lain-lain
950,7,Pajak Pertambahan Nilai
951,54,Lain-lain
952,54,Lain-lain
953,54,Lain-lain
954,54,Lain-lain
955,54,Lain-lain
956,54,Lain-lain
957,54,Lain-lain
958,54,Lain-lain
959,54,Lain-lain
960,54,Lain-lain
961,54,Lain-lain
962,54,Lain-lain
963,54,Lain-lain
964,36,Minyak Dan Gas Bumi
965,54,Lain-lain
966,54,Lain-lain
967,54,Lain-lain
968,54,Lain-lain
969,54,Lain-lain
970,54,Lain-lain
971,18,Organisasi Internasional
972,54,Lain-lain
973,54,Lain-lain
974,54,Lain-lain
975,54,Lain-lain
976,54,Lain-lain
977,54,Lain-lain
978,54,Lain-lain
979,54,Lain-lain
980,54,Lain-lain
981,54,Lain-lain
982,54,Lain-lain
983,54,Lain-lain
984,54,Lain-lain
985,54,Lain-lain
986,54,Lain-lain
987,54,Lain-lain
988,54,Lain-lain
989,54,Lain-lain
990,54,Lain-lain
991,54,Lain-lain
992,54,Lain-lain
993,54,Lain-lain
994,54,Lain-lain
995,54,Lain-lain
996,54,Lain-lain
997,54,Lain-lain
998,54,Lain-lain
999,54,Lain-lain
1000,54,Lain-lain
1001,54,Lain-lain
1002,54,Lain-lain
1003,54,Lain-lain
1004,54,Lain-lain
1005,54,Lain-lain
1006,54,Lain-lain
1007,17,Jabatan Fungsional
1008,54,Lain-lain
1009,54,Lain-lain
1010,54,Lain-lain
1011,54,Lain-lain
1012,54,Lain-lain
1013,54,Lain-lain
1014,54,Lain-lain
1015,54,Lain-lain
1016,54,Lain-lain
1017,54,Lain-lain
1018,54,Lain-lain
1019,54,Lain-lain
1020,54,Lain-lain
1021,54,Lain-lain
1022,54,Lain-lain
1023,54,Lain-lain
1024,54,Lain-lain
1025,54,Lain-lain
1026,54,Lain-lain
1027,54,Lain-lain
1028,54,Lain-lain
1029,54,Lain-lain
1030,12,Dana Bagi Hasil
1031,54,Lain-lain
1032,54,Lain-lain
1033,54,Lain-lain
1034,54,Lain-lain
1035,54,Lain-lain
1036,54,Lain-lain
1037,48,Alokasi Dana Bagi Hasil
1038,54,Lain-lain
1039,54,Lain-lain
1040,54,Lain-lain
1041,54,Lain-lain
1042,54,Lain-lain
1043,54,Lain-lain
1044,54,Lain-lain
1045,54,Lain-lain
1046,54,Lain-lain
1047,54,Lain-lain
1048,54,Lain-lain
1049,54,Lain-lain
1050,54,Lain-lain
1051,54,Lain-lain
1052,54,Lain-lain
1053,54,Lain-lain
1054,54,Lain-lain
1055,54,Lain-lain
1056,54,Lain-lain
1057,54,Lain-lain
1058,54,Lain-lain
1059,54,Lain-lain
1060,54,Lain-lain
1061,54,Lain-lain
1062,54,Lain-lain
1063,54,Lain-lain
1064,54,Lain-lain
1065,54,Lain-lain
1066,54,Lain-lain
1067,54,Lain-lain
1068,54,Lain-lain
1069,54,Lain-lain
1070,17,Jabatan Fungsional
1071,54,Lain-lain
1072,54,Lain-lain
1073,54,Lain-lain
1074,54,Lain-lain
1075,54,Lain-lain
1076,54,Lain-lain
1077,54,Lain-lain
1078,54,Lain-lain
1079,54,Lain-lain
1080,54,Lain-lain
1081,54,Lain-lain
1082,54,Lain-lain
1083,54,Lain-lain
1084,54,Lain-lain
1085,54,Lain-lain
1086,54,Lain-lain
1087,54,Lain-lain
1088,54,Lain-lain
1089,54,Lain-lain
1090,54,Lain-lain
1091,54,Lain-lain
1092,54,Lain-lain
1093,54,Lain-lain
1094,54,Lain-lain
1095,54,Lain-lain
1096,54,Lain-lain
1097,54,Lain-lain
1098,54,Lain-lain
1099,54,Lain-lain
1100,54,Lain-lain
1101,54,Lain-lain
1102,54,Lain-lain
1103,54,Lain-lain
1104,54,Lain-lain
1105,54,Lain-lain
1106,54,Lain-lain
1107,54,Lain-lain
1108,54,Lain-lain
1109,54,Lain-lain
1110,54,Lain-lain
1111,54,Lain-lain
1112,54,Lain-lain
1113,54,Lain-lain
1114,54,Lain-lain
1115,54,Lain-lain
1116,54,Lain-lain
1117,54,Lain-lain
1118,54,Lain-lain
1119,54,Lain-lain
1120,54,Lain-lain
1121,54,Lain-lain
1122,54,Lain-lain
1123,54,Lain-lain
1124,54,Lain-lain
1125,54,Lain-lain
1126,54,Lain-lain
1127,54,Lain-lain
1128,54,Lain-lain
1129,17,Jabatan Fungsional
1130,54,Lain-lain
1131,54,Lain-lain
1132,54,Lain-lain
1133,54,Lain-lain
1134,54,Lain-lain
1135,54,Lain-lain
1136,54,Lain-lain
1137,54,Lain-lain
1138,54,Lain-lain
1139,54,Lain-lain
1140,54,Lain-lain
1141,54,Lain-lain
1142,54,Lain-lain
1143,54,Lain-lain
1144,54,Lain-lain
1145,54,Lain-lain
1146,54,Lain-lain
1147,54,Lain-lain
1148,54,Lain-lain
1149,54,Lain-lain
1150,54,Lain-lain
1151,54,Lain-lain
1152,54,Lain-lain
1153,54,Lain-lain
1154,54,Lain-lain
1155,54,Lain-lain
1156,54,Lain-lain
1157,54,Lain-lain
1158,17,Jabatan Fungsional
1159,3,Pajak Bumi Dan Bangunan
1160,54,Lain-lain
1161,54,Lain-lain
1162,54,Lain-lain
1163,54,Lain-lain
1164,54,Lain-lain
1165,54,Lain-lain
1166,54,Lain-lain
1167,54,Lain-lain
1168,54,Lain-lain
1169,54,Lain-lain
1170,54,Lain-lain
1171,54,Lain-lain
1172,54,Lain-lain
1173,54,Lain-lain
1174,54,Lain-lain
1175,54,Lain-lain
1176,54,Lain-lain
1177,54,Lain-lain
1178,54,Lain-lain
1179,54,Lain-lain
1180,54,Lain-lain
1181,54,Lain-lain
1182,54,Lain-lain
1183,54,Lain-lain
1184,54,Lain-lain
1185,54,Lain-lain
1186,54,Lain-lain
1187,7,Pajak Pertambahan Nilai
1188,54,Lain-lain
1189,54,Lain-lain
1190,54,Lain-lain
1191,54,Lain-lain
1192,54,Lain-lain
1193,54,Lain-lain
1194,54,Lain-lain
1195,54,Lain-lain
1196,54,Lain-lain
1197,54,Lain-lain
1198,54,Lain-lain
1199,54,Lain-lain
1200,37,Bea Masuk Ditanggung Pemerintah
1201,8,Kendaraan Bermotor
1202,54,Lain-lain
1203,54,Lain-lain
1204,35,Impor
1205,54,Lain-lain
1206,54,Lain-lain
1207,54,Lain-lain
1208,54,Lain-lain
1209,54,Lain-lain
1210,54,Lain-lain
1211,54,Lain-lain
1212,54,Lain-lain
1213,54,Lain-lain
